owning_agency_name,reporting_agency_name,submission_period,allocation_transfer_agency_identifier_code,agency_identifier_code,beginning_period_of_availability,ending_period_of_availability,availability_type_code,main_account_code,sub_account_code,treasury_account_symbol,treasury_account_name,agency_identifier_name,allocation_transfer_agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2021P09,,080,2020,2021,,0120,000,080-2020/2021-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,350000.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2021-07-27
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2018Q2,,080,2018,2019,,0120,000,080-2018/2019-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,,,630000.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2018-05-11
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2018Q3,,080,2018,2019,,0120,000,080-2018/2019-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,,,2792534.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2018-08-09
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2018Q4,,080,2018,2019,,0120,000,080-2018/2019-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,,,2792534.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2018-11-13
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2019Q4,,080,2019,2020,,0120,000,080-2019/2020-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,,,3767927.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2019-11-14
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2020P07,,080,2018,2019,,0120,000,080-2018/2019-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,,143322.11,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2020-07-21
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2020P07,,080,2019,2020,,0120,000,080-2019/2020-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,,3090515.18,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2020-07-21
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2020P07,,080,2020,2021,,0120,000,080-2020/2021-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1500000.00,,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2020-07-21
National Aeronautics and Space Administration,National Aeronautics and Space Administration,FY2020P09,,080,2020,2021,,0120,000,080-2020/2021-0120-000,"Science, National Aeronautics and Space Administration",National Aeronautics and Space Administration,,"General Science, Space, and Technology","Space flight, research, and supporting activities",080-0120,"Science, National Aeronautics and Space Administration",0001,SCIENCE (DIRECT),25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,,181548.02,,,CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-,NNG13FB20C,,,,2013-09-04,2013,2024-08-12,2024,2013-09-04,2023-06-30,,D,DEFINITIVE CONTRACT,,,"IGF::OT::IGF THE AFT OPTICS SYSTEM(AOS) SOURCE PLATE ASSEMBLY (ASPA); TINSLEY CLOSEOUT, OPTICAL INTEGRATION AND TESTING; AND SPECIAL STUDIES, FOR THE JAMES WEBB SPACE TELESCOPE. THE CONTRACTOR SHALL DESIGN, DEVELOP, FABRICATE, ASSEMBLE, INTEGRATE, AND TEST THE HARDWARE DESCRIBED IN THE STATEMENT OF WORK (SOW). THE HARDWARE, IF USED INSIDE A VACUUM CHAMBER OR IS ATTACHED TO, OR CONTROLS FLIGHT HARDWARE, MUST COMPLY WITH THE REQUIREMENTS IN THE SOW. FOR NON-HARDWARE SUPPORT ASPECTS OF THIS EFFORT, THE CONTRACTOR S SHALL PROVIDE THE SYSTEMS ENGINEERING; EXPERT PERSONNEL; TRAVEL; REPORTS AND DOCUMENTATION; SOFTWARE OR SOFTWARE CHANGES; GROUND SUPPORT EQUIPMENT INTEGRATION, OPERATIONS AND MODIFICATION DEFINITION, NECESSARY TO ACCOMPLISH THE EFFORT. THE CONTRACTOR SHALL MANAGE ALL ASPECTS OF THIS CONTRACT EFFORT TO ENSURE THAT THE CONTRACT REQUIREMENTS ARE MET OR EXCEEDED.",080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,C8ZLJ61YJ528,,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BALL AEROSPACE & TECHNOLOGIES CORP.,C8ZLJ61YJ528,C8ZLJ61YJ528,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,USA,CO,BOULDER,BOULDER,CO-02,CO-02,803012734,UNITED STATES,COLORADO,BOULDER,CO-02,CO-02,803012734,,,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),541330,ENGINEERING SERVICES,,,https://www.usaspending.gov/award/CONT_AWD_NNG13FB20C_8000_-NONE-_-NONE-/,2020-07-30
