award_id,fiscal_year,fiscal_period,submission_period,month_date,monthly_outlay
80NSSC24K0938,2024,8,FY2024P08,2024-05-01,0.0
80NSSC24K0938,2025,2,FY2025P02,2024-11-01,29985.12
80NSSC24K0938,2025,3,FY2025P03,2024-12-01,14315.500000000004
80NSSC24K0938,2025,4,FY2025P04,2025-01-01,20807.269999999997
80NSSC24K0938,2025,5,FY2025P05,2025-02-01,11229.11
80NSSC24K0938,2025,6,FY2025P06,2025-03-01,16886.270000000004
80NSSC24K0938,2025,7,FY2025P07,2025-04-01,10982.289999999994
80NSSC24K0938,2025,8,FY2025P08,2025-05-01,16280.710000000006
80NSSC24K0938,2025,9,FY2025P09,2025-06-01,11582.729999999996
